### -- Clover 0:
3	3	 0.00000000
### -- Clover 13:
0	0	 0.00000000
0	1	 0.00008360
0	2	 0.00003264
0	3	-0.00111176
1	0	 0.00005596
1	1	 0.00000000
1	2	 0.00031267
1	3	-0.00001468
2	0	-0.00000727
2	1	-0.00139876
2	2	 0.00000000
2	3	-0.00003698
3	0	 0.00024129
3	1	 0.00008785
3	2	 0.00011238
3	3	 0.00000000
### -- Clover 14:
0	0	 0.00000000
0	1	 0.00010871
0	2	-0.00000259
0	3	-0.00142955
1	0	-0.00005513
1	1	 0.00000000
1	2	 0.00044641
1	3	 0.00001576
2	0	-0.00005963
2	1	-0.00109922
2	2	 0.00000000
2	3	 0.00002635
3	0	 0.00035152
3	1	-0.00002861
3	2	 0.00004097
3	3	 0.00000000
### -- Clover 15:
0	0	 0.00000000
0	1	 0.00006251
0	2	 0.00008043
0	3	-0.00190305
1	0	 0.00003154
1	1	 0.00000000
1	2	 0.00054349
1	3	 0.00005616
2	0	-0.00014608
2	1	-0.00200122
2	2	 0.00000000
2	3	 0.00000600
3	0	 0.00025163
3	1	 0.00003782
3	2	 0.00008649
3	3	 0.00000000
