### -- Clover 0:
0	0	 0.00000000
0	1	 0.00078431
0	2	 0.00074717
0	3	 0.00073947
1	0	 0.00040990
1	1	 0.00000000
1	2	-0.00073090
1	3	 0.00043733
2	0	 0.00064468
2	1	 0.00073818
2	2	 0.00000000
2	3	 0.00079517
3	0	 0.00054843
3	1	 0.00050851
3	2	 0.00050328
3	3	 0.00000000
### -- Clover 1:
0	0	 0.00000000
0	1	 0.00103093
0	2	 0.00100927
0	3	 0.00000000
1	0	 0.00066231
1	1	 0.00000000
1	2	-0.00102797
1	3	 0.00000000
2	0	 0.00074390
2	1	 0.00055139
2	2	 0.00000000
2	3	 0.00000000
3	0	 0.00000000
3	1	 0.00000000
3	2	 0.00000000
3	3	 0.00000000
### -- Clover 2:
0	0	 0.00000000
0	1	 0.00043910
0	2	 0.00054605
0	3	 0.00045892
1	0	 0.00044018
1	1	 0.00000000
1	2	 0.00017916
1	3	 0.00027977
2	0	 0.00051709
2	1	 0.00041855
2	2	 0.00000000
2	3	 0.00057136
3	0	 0.00041013
3	1	 0.00028990
3	2	 0.00043638
3	3	 0.00000000
### -- Clover 3:
0	0	 0.00000000
0	1	 0.00010010
0	2	 0.00007958
0	3	 0.00003486
1	0	 0.00033120
1	1	 0.00000000
1	2	-0.00151874
1	3	 0.00029395
2	0	 0.00039932
2	1	 0.00052966
2	2	 0.00000000
2	3	 0.00053029
3	0	 0.00031678
3	1	 0.00035431
3	2	 0.00035074
3	3	 0.00000000
### -- Clover 4:
0	0	 0.00000000
0	1	 0.00000000
0	2	 0.00000000
0	3	 0.00000000
1	0	 0.00000000
1	1	 0.00000000
1	2	 0.00000000
1	3	 0.00000000
2	0	 0.00000000
2	1	 0.00000000
2	2	 0.00000000
2	3	 0.00000000
3	0	 0.00000000
3	1	 0.00000000
3	2	 0.00000000
3	3	 0.00000000
### -- Clover 5:
0	0	 0.00000000
0	1	 0.00061713
0	2	 0.00053943
0	3	 0.00048828
1	0	 0.00041773
1	1	 0.00000000
1	2	 0.00005093
1	3	 0.00027141
2	0	 0.00041396
2	1	 0.00056087
2	2	 0.00000000
2	3	 0.00047287
3	0	 0.00053849
3	1	 0.00037380
3	2	 0.00049263
3	3	 0.00000000
### -- Clover 6:
0	0	 0.00000000
0	1	 0.00064409
0	2	 0.00068208
0	3	 0.00081746
1	0	 0.00025790
1	1	 0.00000000
1	2	 0.00051142
1	3	 0.00008961
2	0	 0.00061498
2	1	 0.00059001
2	2	 0.00000000
2	3	 0.00063857
3	0	 0.00048814
3	1	 0.00056884
3	2	 0.00057346
3	3	 0.00000000
### -- Clover 7:
0	0	 0.00000000
0	1	 0.00000000
0	2	 0.00000000
0	3	 0.00000000
1	0	 0.00000000
1	1	 0.00000000
1	2	 0.00000000
1	3	 0.00000000
2	0	 0.00000000
2	1	 0.00000000
2	2	 0.00000000
2	3	 0.00000000
3	0	 0.00000000
3	1	 0.00000000
3	2	 0.00000000
3	3	 0.00000000
### -- Clover 8:
0	0	 0.00000000
0	1	 0.00003612
0	2	 0.00003706
0	3	-0.00123823
1	0	-0.00000796
1	1	 0.00000000
1	2	 0.00041700
1	3	 0.00000282
2	0	 0.00011798
2	1	-0.00098248
2	2	 0.00000000
2	3	 0.00010342
3	0	 0.00031258
3	1	 0.00010738
3	2	-0.00000768
3	3	 0.00000000
### -- Clover 9:
0	0	 0.00000000
0	1	 0.00006616
0	2	 0.00017529
0	3	-0.00146533
1	0	 0.00005839
1	1	 0.00000000
1	2	 0.00055400
1	3	-0.00002802
2	0	-0.00001125
2	1	-0.00120477
2	2	 0.00000000
2	3	-0.00002033
3	0	 0.00042192
3	1	-0.00000601
3	2	 0.00005906
3	3	 0.00000000
### -- Clover 10:
0	0	 0.00000000
0	1	 0.00002442
0	2	-0.00004968
0	3	-0.00142429
1	0	 0.00006803
1	1	 0.00000000
1	2	 0.00053099
1	3	 0.00002179
2	0	 0.00010692
2	1	-0.00080555
2	2	 0.00000000
2	3	-0.00000803
3	0	 0.00028484
3	1	 0.00003838
3	2	 0.00007024
3	3	 0.00000000
### -- Clover 11:
0	0	 0.00000000
0	1	 0.00002054
0	2	 0.00005210
0	3	-0.00115824
1	0	-0.00002827
1	1	 0.00000000
1	2	 0.00038152
1	3	 0.00004514
2	0	-0.00004592
2	1	-0.00100740
2	2	 0.00000000
2	3	 0.00004569
3	0	 0.00045230
3	1	-0.00000338
3	2	 0.00007441
3	3	 0.00000000
### -- Clover 12:
0	0	 0.00000000
0	1	 0.00007092
0	2	 0.00003374
0	3	-0.00138763
1	0	 0.00006795
1	1	 0.00000000
1	2	 0.00048258
1	3	-0.00002066
2	0	-0.00000406
2	1	-0.00140615
2	2	 0.00000000
2	3	-0.00006498
3	0	 0.00017389
3	1	 0.00005798
3	2	 0.00001537
