### -- Clover 0:
0	1	 0.00000000
0	2	 0.00000000
0	3	 0.00000000
1	0	 0.00000000
1	1	 0.00000000
1	2	 0.00000000
1	3	 0.00000000
2	0	 0.00000000
2	1	 0.00000000
2	2	 0.00000000
2	3	 0.00000000
3	0	 0.00000000
3	1	 0.00000000
3	2	 0.00000000
3	3	 0.00000000
### -- Clover 8:
0	0	 0.00000000
0	1	 0.00004732
0	2	 0.00043593
0	3	-0.00069594
1	0	-0.00004883
1	1	 0.00000000
1	2	 0.00036379
1	3	 0.00010856
2	0	 0.00035331
2	1	-0.00092780
2	2	 0.00000000
2	3	 0.00030770
3	0	 0.00055535
3	1	-0.00002533
3	2	 0.00003208
3	3	 0.00000000
### -- Clover 9:
0	0	 0.00000000
0	1	-0.00010378
0	2	 0.00010292
0	3	-0.00144740
1	0	-0.00000106
1	1	 0.00000000
1	2	 0.00089505
1	3	 0.00021369
2	0	-0.00039055
2	1	-0.00135765
2	2	 0.00000000
2	3	-0.00009782
3	0	 0.00022090
3	1	-0.00007106
3	2	 0.00011795
3	3	 0.00000000
### -- Clover 10:
0	0	 0.00000000
0	1	 0.00017222
0	2	 0.00016672
0	3	-0.00191465
1	0	 0.00039080
1	1	 0.00000000
1	2	 0.00056362
1	3	-0.00020650
2	0	 0.00026121
2	1	-0.00084760
2	2	 0.00000000
2	3	 0.00020235
3	0	 0.00022413
3	1	-0.00011603
3	2	-0.00007025
3	3	 0.00000000
### -- Clover 11:
0	0	 0.00000000
0	1	-0.00008761
0	2	 0.00039544
0	3	-0.00086588
1	0	-0.00004956
1	1	 0.00000000
1	2	 0.00039854
1	3	-0.00033726
2	0	 0.00012548
2	1	-0.00113126
2	2	 0.00000000
2	3	 0.00014342
3	0	 0.00027366
3	1	-0.00004061
3	2	 0.00027625
3	3	 0.00000000
### -- Clover 12:
0	0	 0.00000000
0	1	-0.00002800
0	2	-0.00023155
0	3	-0.00143468
1	0	 0.00008036
1	1	 0.00000000
1	2	 0.00046759
1	3	 0.00033966
2	0	-0.00013531
2	1	-0.00231710
2	2	 0.00000000
2	3	-0.00004244
3	0	 0.00015459
3	1	 0.00009257
3	2	-0.00018078
3	3	 0.00000000
### -- Clover 13:
0	0	 0.00000000
0	1	 0.00027582
0	2	-0.00000628
0	3	-0.00186812
1	0	 0.00012736
1	1	 0.00000000
1	2	 0.00023022
1	3	 0.00010343
2	0	 0.00009068
2	1	-0.00089899
2	2	 0.00000000
2	3	-0.00001183
3	0	 0.00048923
3	1	 0.00019332
3	2	 0.00001333
3	3	 0.00000000
### -- Clover 14:
0	0	 0.00000000
0	1	 0.00017214
0	2	 0.00003266
0	3	-0.00175843
1	0	-0.00011845
1	1	 0.00000000
1	2	 0.00038205
1	3	 0.00002671
2	0	-0.00010243
2	1	-0.00110819
2	2	 0.00000000
2	3	 0.00007678
3	0	 0.00037543
3	1	 0.00014947
3	2	-0.00019670
3	3	 0.00000000
### -- Clover 15:
0	0	 0.00000000
0	1	 0.00016456
0	2	-0.00015644
0	3	-0.00183975
1	0	 0.00004722
1	1	 0.00000000
1	2	 0.00055914
1	3	-0.00005256
2	0	-0.00029083
2	1	-0.00145030
2	2	 0.00000000
2	3	 0.00008417
3	0	 0.00032396
3	1	-0.00007519
3	2	 0.00012067
3	3	 0.00000000
